"dpto","muni","total_inscritos","total_votos","total_validos","PAN","FRG","DIA.URNG","UCN","FDNG","ARDE","LOV.UD","ARENA","MLN","AD","PLP","elec","DCG","DIA","DSP","MSPCN","PP.MR.PSN","PU","UN","UNE","URNG","BLANCOS","NULOS","ANN","blanco","CASA","EG","GANA","nulos","PP","UD","URNG.MAIZ","UNIONISTA","CREO","LIDER","WINAQ.URNG.MAIZ.ANN","ADN","VIVA.EG","participacion","BLANCO","PRI","CREO.UNIONISTA","FCN.NACION","TODOS","FUERZA","WINAQ.URNG.MAIZ","MNR","VIVA"
"escuintla","palin",24099,18663,17342,1306,NA,NA,1101,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,66,NA,NA,582,4937,NA,NA,516,3100,4746,555,36,979,77.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","san vicente pacaya",9118,7227,6240,555,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,20,NA,NA,295,2348,NA,NA,70,744,1869,88,4,319,79.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","nueva concepcion",35806,22921,20579,1721,NA,NA,993,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,81,NA,NA,1258,5728,NA,NA,551,1937,8147,111,21,1289,64.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","antigua guatemala",32156,24314,23650,436,NA,NA,696,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,221,NA,NA,439,10109,NA,NA,527,6660,3149,337,100,1415,75.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","jocotenango",12103,9393,9124,110,NA,NA,278,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,75,NA,NA,135,3870,NA,NA,183,2485,1382,103,42,596,77.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","pastores",8142,6628,6155,178,NA,NA,587,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,26,NA,NA,133,1802,NA,NA,106,1572,1596,54,11,223,81.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","sumpango",15742,11446,10051,76,NA,NA,472,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087,52,NA,NA,308,2615,NA,NA,155,2438,3356,349,24,514,72.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","santo domingo xenacoj",5539,4779,4119,30,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,12,NA,NA,89,1822,NA,NA,28,633,1239,116,5,107,86.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","santiago sacatepequez",12909,9584,8846,63,NA,NA,1181,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,36,NA,NA,264,4388,NA,NA,82,951,1423,190,16,516,74.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","san bartolome milpas altas",4036,3195,3054,43,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,14,NA,NA,53,965,NA,NA,62,786,729,37,5,268,79.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","san lucas sacatepequez",13384,10471,10063,130,NA,NA,471,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,104,NA,NA,188,4495,NA,NA,153,2286,1217,119,40,1048,78.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","santa lucia milpas altas",7662,6211,5928,110,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,30,NA,NA,117,2683,NA,NA,68,1350,1097,54,9,248,81.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","magdalena milpas altas",5387,4365,4112,74,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,33,NA,NA,93,1766,NA,NA,32,701,997,31,7,143,81.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","santa maria de jesus",8977,6797,5815,533,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848,25,NA,NA,134,2712,NA,NA,45,694,1218,78,72,166,75.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","ciudad vieja",14414,10185,9543,119,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,51,NA,NA,261,4024,NA,NA,171,2829,1499,55,16,551,70.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","san miguel duenas",6307,4726,4206,51,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,81,NA,NA,141,1705,NA,NA,56,477,1362,60,4,180,74.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","alotenango",10093,7925,6978,118,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,74,NA,NA,251,3082,NA,NA,219,1735,1136,48,13,338,78.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","san antonio aguas calientes",5975,4824,4537,32,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,41,NA,NA,69,1554,NA,NA,28,1048,1424,103,6,252,80.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","santa catarina barahona",2480,2133,1938,16,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,7,NA,NA,24,530,NA,NA,9,511,590,22,1,203,86.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","mazatenango",42094,27227,25328,403,NA,NA,957,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,325,NA,NA,1015,8940,NA,NA,387,5959,6405,267,92,1593,64.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","cuyotenango",26800,16974,15080,162,NA,NA,936,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002,94,NA,NA,892,5065,NA,NA,201,3347,4468,265,28,514,63.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san francisco zapotitlan",11848,8857,8068,57,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,51,NA,NA,350,3949,NA,NA,71,972,2408,57,30,291,74.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san bernardino",7445,5111,4529,49,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,23,NA,NA,239,1974,NA,NA,55,648,1294,45,15,278,68.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san jose el idolo",6188,3361,2792,27,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,11,NA,NA,309,794,NA,NA,37,86,1592,31,4,87,54.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","santo domingo suchitepequez",19543,13056,11207,182,NA,NA,942,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,66,NA,NA,841,2004,NA,NA,314,1852,4673,872,23,279,66.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san lorenzo",7264,5543,4755,36,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,18,NA,NA,221,1348,NA,NA,45,1236,1745,77,8,82,76.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","samayac",9645,6855,6164,313,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,28,NA,NA,289,2740,NA,NA,42,1227,1077,37,12,172,71.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san pablo jocopilas",10505,7764,6696,68,NA,NA,1202,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,31,NA,NA,320,2096,NA,NA,51,857,1825,75,18,473,73.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san antonio suchitepequez",23518,16680,14552,648,NA,NA,1888,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,185,NA,NA,1058,2676,NA,NA,291,2605,5235,497,21,506,70.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san miguel panan",4905,4065,3392,16,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,7,NA,NA,152,1869,NA,NA,36,183,1138,12,2,45,82.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san gabriel",4237,3141,2788,14,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,9,NA,NA,138,1389,NA,NA,38,400,763,13,11,81,74.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","chicacao",27021,18961,17107,255,NA,NA,1738,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,84,NA,NA,1151,3588,NA,NA,268,2445,7529,731,30,439,70.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","patulul",18583,13956,12300,339,NA,NA,1366,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,51,NA,NA,816,3310,NA,NA,1074,2247,3035,448,28,402,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","santa barbara",12046,8673,7173,124,NA,NA,1940,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,37,NA,NA,580,1853,NA,NA,67,442,2518,57,13,122,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","san juan bautista",3514,2782,2421,30,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,206,NA,NA,132,452,NA,NA,31,141,1210,38,1,22,79.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","santo tomas la union",6986,5521,4908,92,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,20,NA,NA,173,1586,NA,NA,40,790,1400,51,8,783,79.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","zunilito",4872,4368,2871,39,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,27,NA,NA,590,1154,NA,NA,42,398,924,16,5,177,89.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","pueblo nuevo",6437,4938,4314,40,NA,NA,771,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,31,NA,NA,91,1473,NA,NA,35,404,1265,19,4,272,76.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","rio bravo",12746,9296,7915,85,NA,NA,1445,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,43,NA,NA,662,1682,NA,NA,120,699,3180,72,8,581,72.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","guastatoya",17379,9677,8853,95,NA,NA,479,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,40,NA,NA,262,6019,NA,NA,238,1114,368,32,20,448,55.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","morazan",8195,5791,5132,37,NA,NA,806,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,341,NA,NA,153,2276,NA,NA,70,236,1258,10,9,89,70.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","san agustin acasaguastlan",21362,15709,13768,543,NA,NA,1350,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,367,NA,NA,645,4445,NA,NA,756,5534,53,14,61,645,73.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","san cristobal acasaguastlan",4868,3614,3230,188,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,10,NA,NA,67,1506,NA,NA,37,202,942,13,7,90,74.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","el jicaro",8401,6079,5370,95,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,31,NA,NA,228,1967,NA,NA,100,274,2321,24,6,117,72.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","sansare",8686,6493,5775,17,NA,NA,708,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,102,NA,NA,145,2428,NA,NA,62,282,2057,8,9,102,74.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","sanarate",23991,17993,16428,247,NA,NA,1035,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061,94,NA,NA,504,6877,NA,NA,319,1677,5353,71,32,723,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","san antonio la paz",10739,7545,6635,165,NA,NA,798,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,30,NA,NA,306,3260,NA,NA,137,357,1681,32,8,167,70.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","quetzaltenango",101952,68301,65528,776,NA,NA,1060,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035,1061,NA,NA,1738,20471,NA,NA,1132,20764,8788,1718,176,9582,66.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","salcaja",11484,7609,7229,81,NA,NA,333,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,194,NA,NA,209,2370,NA,NA,178,2174,1254,124,63,458,66.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","olintepeque",13122,8831,8081,58,NA,NA,376,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,197,NA,NA,345,2764,NA,NA,102,1180,2517,253,8,626,67.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","san carlos sija",16474,9601,8440,80,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,209,NA,NA,450,4359,NA,NA,139,1522,1182,73,22,452,58.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","sibilia",5373,3061,2725,12,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,17,NA,NA,109,1447,NA,NA,29,660,448,13,0,67,56.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","cabrican",11292,8307,6821,175,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044,49,NA,NA,442,3024,NA,NA,257,1353,1428,160,2,273,73.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","cajola",6652,4705,3662,78,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,928,NA,NA,462,874,NA,NA,60,402,633,297,4,129,70.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","san miguel siguila",3736,2973,2265,167,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,162,NA,NA,153,513,NA,NA,20,306,740,48,4,269,79.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","san juan ostuncalco",25223,17328,14472,117,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,234,NA,NA,919,3278,NA,NA,389,3312,5397,1003,24,515,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","san mateo",3749,2900,2675,33,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,11,NA,NA,82,974,NA,NA,55,502,777,45,1,235,77.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","concepcion chiquirichapa",8964,6315,5394,264,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,34,NA,NA,218,1290,NA,NA,95,1387,1188,859,12,195,70.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","san martin sacatepequez",12155,8481,6936,603,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151,47,NA,NA,394,1806,NA,NA,127,935,1528,690,14,971,69.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","almolonga",10439,8684,7811,19,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,27,NA,NA,131,3353,NA,NA,49,238,2427,19,5,1649,83.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","cantel",17637,12077,11188,128,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,73,NA,NA,335,2514,NA,NA,367,2327,2753,728,9,1937,68.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","huitan",5367,3853,3279,40,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,31,NA,NA,294,966,NA,NA,30,942,984,78,3,168,71.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","zunil",7678,5972,5130,39,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,25,NA,NA,140,1045,NA,NA,55,1024,2574,112,5,196,77.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","colomba costa cuca",31062,17811,15044,543,NA,NA,933,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884,185,NA,NA,883,5162,NA,NA,532,1289,5352,368,52,628,57.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","san francisco la union",4195,2852,2521,6,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,14,NA,NA,72,845,NA,NA,22,422,562,584,1,44,67.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","el palmar",15038,10409,9119,261,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890,43,NA,NA,400,2870,NA,NA,122,1322,3656,316,10,299,69.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","coatepeque",58840,34088,29401,1241,NA,NA,931,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,686,NA,NA,2694,10127,NA,NA,1064,6295,5720,982,80,2275,57.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","genova",21258,12780,11100,224,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,66,NA,NA,571,2839,NA,NA,312,3029,3377,647,34,343,60.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","flores costa cuca",12856,7866,6476,145,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,146,NA,NA,487,1646,NA,NA,113,1263,2460,94,10,328,61.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","la esperanza",8923,6268,5958,40,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,60,NA,NA,163,2416,NA,NA,63,1405,1228,103,4,503,70.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","palestina de los altos",7413,4794,3914,101,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,173,NA,NA,230,1750,NA,NA,125,658,479,125,27,345,64.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","chimaltenango",45310,33131,31542,531,NA,NA,2305,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,225,NA,NA,775,12289,NA,NA,455,6264,5895,710,139,2729,73.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","san jose poaquil",11807,9808,8635,203,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933,40,NA,NA,240,3736,NA,NA,58,873,2789,295,10,313,83.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","san martin jilotepeque",33899,21846,19352,193,NA,NA,717,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256,83,NA,NA,1238,6265,NA,NA,345,2918,7441,995,24,371,64.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","san juan comalapa",20635,16417,15315,423,NA,NA,1570,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,49,NA,NA,509,5148,NA,NA,256,2888,3128,587,23,1243,79.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","santa apolonia",7338,6353,4923,47,NA,NA,222,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276,72,NA,NA,154,2189,NA,NA,54,734,1313,159,1,132,86.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","tecpan",31622,23168,21080,497,NA,NA,468,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138,175,NA,NA,950,8356,NA,NA,254,3690,5930,551,31,1128,73.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","patzun",27575,20599,17810,415,NA,NA,578,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2304,66,NA,NA,485,6627,NA,NA,252,2976,4415,1307,22,1152,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","pochuta",5641,3568,2717,353,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,15,NA,NA,384,753,NA,NA,28,462,712,195,7,111,63.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","patzicia",16396,13109,12204,464,NA,NA,564,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,46,NA,NA,421,3815,NA,NA,201,2108,3207,640,15,1144,79.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","santa cruz balanya",4654,3976,3801,12,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,14,NA,NA,46,1816,NA,NA,68,363,1046,74,4,272,85.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","acatenango",11728,8970,7431,199,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070,59,NA,NA,469,3577,NA,NA,90,1348,1686,57,7,199,76.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","yepocapa",13439,10678,9919,73,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,28,NA,NA,320,2395,NA,NA,51,4939,1415,316,9,286,79.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","san andres itzapa",13035,8798,7926,60,NA,NA,1331,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,77,NA,NA,404,2091,NA,NA,235,987,2665,227,13,240,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","parramos",7151,5799,5251,59,NA,NA,619,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,58,NA,NA,158,1763,NA,NA,69,555,1830,111,9,178,81.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
