"dpto","muni","total_inscritos","total_votos","total_validos","PAN","FRG","DIA.URNG","UCN","FDNG","ARDE","LOV.UD","ARENA","MLN","AD","PLP","elec","DCG","DIA","DSP","MSPCN","PP.MR.PSN","PU","UN","UNE","URNG","BLANCOS","NULOS","ANN","blanco","CASA","EG","GANA","nulos","PP","UD","URNG.MAIZ","UNIONISTA","CREO","LIDER","WINAQ.URNG.MAIZ.ANN","ADN","VIVA.EG","participacion","BLANCO","PRI","CREO.UNIONISTA","FCN.NACION","TODOS","FUERZA","WINAQ.URNG.MAIZ","MNR","VIVA"
"huehuetenango","santa cruz barillas",17801,9386,8144,269,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",110,93,109,20,1472,483,34,3625,34,835,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","cabanas",5666,3720,3372,44,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",15,90,6,9,1716,60,9,1003,8,138,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","cabrican",7904,4764,4052,111,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",70,33,18,15,1361,46,25,1593,62,392,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","santa maria cahabon",14893,8977,8324,1253,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",77,45,20,17,3479,122,27,1213,1257,176,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","cajola",4786,4786,2453,865,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",85,11,1,7,239,13,7,431,196,223,2110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","camotan",15039,8502,7703,1739,2597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",77,49,6,17,2381,81,7,743,6,247,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","canilla",5392,3610,3176,79,1409,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",8,11,99,5,760,289,1,501,14,181,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","cantel",12383,7344,6774,544,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",263,128,21,20,1595,158,33,3425,141,295,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","casillas",9864,5029,4220,329,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",138,12,10,9,1698,123,15,1118,11,482,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","chajul",10262,8878,8516,47,4622,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",7,25,12,9,3326,25,20,201,222,202,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"retalhuleu","champerico",13514,6953,6226,607,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",174,224,220,72,1021,85,14,1748,594,281,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","chiantla",20822,11620,10213,347,5324,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",63,140,15,29,1955,91,34,2161,54,599,808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","chicacao",20436,12725,10840,704,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",53,258,2792,57,2041,304,32,2414,189,1369,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","chicaman",8256,5362,4700,81,1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",62,18,79,14,1789,170,16,455,290,251,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","santo tomas chichicastenango",26728,15579,14134,539,5879,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",117,107,23,29,2107,527,39,4162,605,614,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","chimaltenango",30505,20284,19112,1114,3358,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",226,584,39,89,5904,317,86,7113,282,515,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","chinique",4912,3016,2558,339,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",93,12,6,14,407,25,5,795,40,230,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","chiquimula",42999,25450,23591,1186,6786,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",124,179,28,140,11124,205,57,3691,71,495,1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","chiquimulilla",23352,11828,10805,1020,1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",224,122,49,25,3188,213,30,4619,184,345,678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","chisec",17574,8799,7712,1184,1271,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",143,184,252,123,3051,149,46,742,567,461,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guatemala","chuarrancho",6573,4566,4163,425,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",68,194,3,11,1441,201,17,1028,8,188,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","ciudad vieja",9872,5670,5348,740,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",42,409,11,30,1420,92,20,1798,23,129,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","coatepeque",44320,21932,20071,1281,2416,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",174,297,72,72,6978,1139,122,5382,2138,675,1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","coban",46586,25946,23519,1142,4727,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",108,330,375,63,10235,684,100,4489,1266,807,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","colomba costa cuca",26613,10976,9492,887,2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",149,229,719,38,1477,501,29,2789,361,650,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","san juan comalapa",13558,9161,8649,1213,2612,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",194,455,73,15,1231,135,28,2554,139,191,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","comapa",11024,6919,6467,929,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",93,22,7,11,1204,1139,54,1046,9,254,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solola","concepcion",2043,1765,1507,488,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",6,1,2,0,34,0,2,284,14,226,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","concepcion chiquirichapa",5411,2702,2364,139,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",114,25,4,6,393,120,8,973,341,209,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","concepcion huista",6003,3115,2575,464,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",386,7,19,5,325,15,16,449,115,322,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","concepcion las minas",8085,4188,3656,88,1113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",304,20,4,7,1658,26,7,425,4,254,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","conguaco",8218,5221,4931,83,2783,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",41,10,9,8,1707,19,7,253,11,160,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","cubulco",16675,8873,7904,3411,2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",49,265,8,17,1033,116,20,651,175,376,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","cuilapa",15317,8256,7477,286,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",79,86,27,60,2873,281,29,2696,129,293,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","cuilco",16844,6518,5576,376,2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",80,269,7,17,413,448,29,1461,406,374,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","cunen",10373,6180,5300,182,2434,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",33,45,12,8,1657,47,14,720,148,461,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"suchitepequez","cuyotenango",19649,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guatemala","ciudad de guatemala",755856,425009,414213,16127,39005,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",1914,14775,1119,1283,225528,9055,2068,99828,3511,2573,8223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","dolores",13284,6258,5430,345,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",99,655,26,10,1481,174,28,1305,30,341,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","el adelanto",3867,2971,2864,16,1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",8,4,5,2,1458,11,1,157,0,76,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"retalhuleu","el asintal",12692,6878,6038,498,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",59,258,482,13,686,54,25,1664,308,526,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","santa cruz el chol",4680,3189,2950,301,1372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",12,17,2,6,914,86,6,228,6,121,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","el estor",16298,8709,8006,269,2419,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",75,104,388,23,1871,552,49,2073,183,182,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","el jicaro",6758,4207,3862,169,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",7,19,3,10,1478,61,16,812,7,183,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","el palmar",11366,6645,5969,584,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",88,20,1041,8,1155,145,8,1750,130,290,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","el progreso",11567,5717,5193,635,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",17,44,13,11,2427,468,6,970,14,225,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chimaltenango","el tejar",6382,4629,4373,520,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",39,93,6,15,1264,151,9,1497,64,135,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","escuintla",67906,36839,34613,1940,7123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",353,878,402,98,10365,982,130,11920,422,697,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","esquipulas",16866,10997,10311,493,2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",26,58,9,20,6174,101,17,1272,27,262,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","estanzuela",5854,4065,3809,132,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",33,34,6,253,1382,54,9,1117,4,116,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","flores",14308,8240,7430,695,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",62,440,32,8,2973,120,11,1971,21,268,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","flores costa cuca",10391,5608,4654,162,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",48,53,32,28,1187,777,11,1615,78,588,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"guatemala","fraijanes",11410,8574,8155,317,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",53,94,10,11,4278,197,15,2534,15,150,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","fray bartolome de las casas",14393,7777,6652,367,1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",68,105,1315,36,1166,160,17,1757,446,278,847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","genova",16756,7048,5894,487,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",67,92,27,16,1383,172,9,2322,179,773,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"baja verapaz","granados",6429,3906,3576,621,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",16,21,7,5,1326,152,3,568,12,128,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","gualan",20684,12309,11175,610,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",61,226,16,47,6292,222,39,1652,13,406,728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","guanagazapa",6739,4098,3514,152,1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",16,18,18,7,791,133,13,1039,88,217,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"el progreso","guastatoya",12117,8257,7870,2556,1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",10,62,5,10,1514,55,20,1757,9,152,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"santa rosa","guazacapan",8042,5306,4918,700,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",24,41,9,6,1060,116,26,1426,150,187,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","huehuetenango",36706,23981,22686,832,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",141,469,147,31,7200,177,73,7803,193,517,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","huitan",2936,1487,1291,131,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",18,5,8,6,267,52,10,574,82,121,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","huite",4547,2966,2570,515,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",8,11,8,12,1266,88,7,373,2,133,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","ipala",11342,6278,5851,191,1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",12,32,10,12,3473,20,15,706,7,22,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","ixcan",16638,8290,7385,428,1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",167,125,1613,22,707,496,17,1428,1135,289,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","san ildefonso ixtahuacan",13122,7392,6129,1207,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",243,226,35,28,1686,165,56,1315,517,689,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","iztapa",7598,4540,4152,428,1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",31,45,4,24,1100,46,20,1269,23,249,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","jacaltenango",14445,9562,8834,1275,2668,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",567,33,13,174,1569,299,95,1566,575,385,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jalapa","jalapa",47750,28980,25356,1253,6970,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",244,348,115,47,8736,403,215,6980,45,1744,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","jalpatagua",12999,7585,6818,1295,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",686,41,14,11,2233,52,19,908,23,419,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","jerez",3694,2439,2257,13,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",298,12,2,3,953,27,7,416,3,115,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chiquimula","jocotan",17778,9422,8048,794,3049,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",104,45,20,28,2517,509,75,881,26,370,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","jocotenango",8879,6480,6276,419,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",24,239,16,26,2024,303,18,2353,43,50,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quiche","joyabaj",22698,12123,10536,198,4968,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",114,148,271,46,2213,296,21,977,1284,759,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jutiapa","jutiapa",41259,19993,17416,2167,2733,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",132,248,879,31,6390,466,81,4170,119,1275,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","la democracia",11317,7074,6405,232,2433,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",33,28,22,7,1602,24,9,1914,101,145,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quetzaltenango","la esperanza",5961,3674,3415,362,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",19,92,2,10,943,42,12,1385,94,106,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","la gomera",21191,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","la libertad",21720,9481,8368,626,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",116,223,815,25,1678,457,30,2549,34,387,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peten","la libertad",21720,9481,8368,626,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",116,223,815,25,1678,457,30,2549,34,387,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zacapa","la union",10238,7030,5907,758,2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",130,330,8,15,900,68,25,1539,16,318,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alta verapaz","lanquin",5650,3535,3299,811,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",14,14,9,5,874,38,9,474,159,104,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","livingston",17601,7705,6483,288,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",730,61,415,16,2211,213,37,1546,290,339,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"izabal","los amates",23930,10246,9770,868,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",224,43,640,127,2851,192,361,2705,214,136,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sacatepequez","magdalena milpas altas",3317,2510,2369,348,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",30,213,1,90,275,74,6,1086,8,72,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"huehuetenango","malacatancito",6521,3706,3311,122,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",19,21,42,4,874,51,59,959,10,175,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escuintla","masagua",14855,7962,7096,369,2061,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",219,49,119,40,1321,88,22,2749,59,376,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
